PhaseID,PhaseName,PhaseGoal,PhaseStartDate,PhaseEndDate,ShoulderNotes,GripStatus,SessionID,SessionDate,ProgramDay,PhaseWeek,WorkoutName,SessionStartTime,SessionEndTime,ExerciseLogID,ExerciseName,Category,MovementPattern,MuscleGroup,IsUnilateral,IsTimed,SetNumber,WeightLbs,Reps,DurationSeconds,DistanceValue,DistanceUnit,TempoEccentric,TempoPause,TempoConcentric,RIR,SupersetGroupID,GeneralNotes,ExerciseDateTime
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0011,Neutral Grip Seated 2 Arm Row,Pull,Pull,Back,FALSE,FALSE,2,120,10,,,,,,,,,"Shoulder width neutral grip (i.e., wide grip neutral attachment)",2026-01-03T20:07:35.049Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0012,Neutral Grip Seated 2 Arm Row,Pull,Pull,Back,FALSE,FALSE,3,140,10,,,,,,,,,"Shoulder width neutral grip (i.e., wide grip neutral attachment)",2026-01-03T20:07:37.358Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0013,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,1,35,8,,,,,,,,,,2026-01-03T20:11:14.711Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0014,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,2,35,8,,,,,,,,,Starting to struggle at 6th rep. More so on Left vs Right,2026-01-03T20:13:59.650Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0015,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,3,35,8,,,,,,,,,Starting to struggle at 6th rep. More so on Left vs Right,2026-01-03T20:16:16.993Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0016,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,4,35,4,,,,,,,,2026-01-03T20:16:57.919Z,Rest/Pause superset to 8 reps,2026-01-03T20:20:47.725Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0017,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,5,35,2,,,,,,,,2026-01-03T20:16:57.919Z,Rest/Pause superset to 8 reps,2026-01-03T20:20:50.551Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260103-01,1/3/2026,1,1,Phase 1 -  Day 1: Carries + Pull (Strength Bias),2026-01-03T19:42:08.996Z,2026-01-03T20:20:52.571Z,E-20260103-0018,Seated Single Arm DB Curl - Anchored,Arms_Biceps,Curl,Upper Arms,TRUE,FALSE,6,35,1,,,,,,,,2026-01-03T20:16:57.919Z,Rest/Pause superset to 8 reps,2026-01-03T20:20:52.571Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0019,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,1,135,10,,,,,,,,,"Close grip, elbows tucked",2026-01-04T16:26:28.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0020,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,2,135,10,,,,,,,,,"Close grip, elbows tucked; stop bars added just short of me reaching my chest; slight anterior cap tightness on right side",2026-01-04T16:29:17.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0021,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,3,135,10,,,,,,,,,"Close grip, elbows tucked; stop bars added just short of me reaching my chest; slight anterior cap tightness on right side",2026-01-04T16:31:01.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0022,Smith Machine Bench Press,Push,Horizontal Press,Chest;Shoulders;Upper Arms,FALSE,FALSE,4,135,7,,,,,,,,,"Close grip, elbows tucked; stop bars added just short of me reaching my chest; slight anterior cap tightness on right side",2026-01-04T16:32:41.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0023,DB Neutral Press (slight Rotate To Underhand ),Push,Horizontal Press,Chest,FALSE,FALSE,1,40,10,,,,,,,,,Elbows tucked. Felt good but a bit of right shoulder cap tightening again. Not painful but ‘tight’ feeing,2026-01-04T16:35:32.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0024,DB Neutral Press (slight Rotate To Underhand ),Push,Horizontal Press,Chest,FALSE,FALSE,2,40,9,,,,,,,,,Noticed i was ‘shrugging’ my traps a bit on 8-9. I corrected the posture. Elbows tucked. Felt good but a bit of right shoulder cap tightening again. Not painful but ‘tight’ feeing,2026-01-04T16:37:59.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0025,DB Neutral Press (slight Rotate To Underhand ),Push,Horizontal Press,Chest,FALSE,FALSE,3,40,9,,,,,,,,,,2026-01-04T16:39:30.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0026,DB Neutral Press (slight Rotate To Underhand ),Push,Horizontal Press,Chest,FALSE,FALSE,4,40,8,,,,,,,,,,2026-01-04T16:41:47.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0027,Single-Arm Vertical Plate Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,1,45,1,,,,,,,,2026-01-04T16:44:51.734Z,,2026-01-04T16:44:53.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0028,Single-Arm DB Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,1,40,6,,,,,,,,2026-01-04T16:44:51.734Z,,2026-01-04T16:44:57.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0029,Single-Arm Vertical Plate Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,2,45,2,,,,,,,,2026-01-04T16:48:19.531Z,,2026-01-04T16:48:20.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0030,Single-Arm DB Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,2,40,3,,,,,,,,2026-01-04T16:48:19.531Z,Right fatigue,2026-01-04T16:48:32.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0031,Single-Arm Vertical Plate Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,3,45,3,,,,,,,,2026-01-04T16:52:29.640Z,,2026-01-04T16:52:31.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0032,Single-Arm DB Balance Press,Push,Horizontal Press,Chest,TRUE,FALSE,3,45,3,,,,,,,,2026-01-04T16:52:29.640Z,Right fatigue,2026-01-04T16:52:38.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0033,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,1,20,12,,,,,,,,2026-01-04T16:55:56.200Z,Right,2026-01-04T16:55:58.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0034,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,2,20,1,,,,,,,,2026-01-04T16:55:56.200Z,Left,2026-01-04T16:56:06.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0035,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,3,15,11,,,,,,,,2026-01-04T16:55:56.200Z,Left,2026-01-04T16:56:11.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0036,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,4,20,12,,,,,,,,2026-01-04T16:58:58.685Z,Right,2026-01-04T16:59:00.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0037,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,5,20,5,,,,,,,,2026-01-04T16:58:58.685Z,Left,2026-01-04T16:59:08.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0038,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,6,17.5,7,,,,,,,,2026-01-04T16:58:58.685Z,Left,2026-01-04T16:59:15.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0039,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,7,22.5,12,,,,,,,,2026-01-04T17:03:27.962Z,Right,2026-01-04T17:03:31.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0040,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,8,22.5,2,,,,,,,,2026-01-04T17:03:27.962Z,Left,2026-01-04T17:03:37.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0041,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,9,20,2,,,,,,,,2026-01-04T17:03:27.962Z,Left,2026-01-04T17:03:39.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0042,"Cable Triceps Extension - ""Quad""",Arms_Triceps,Extension,Upper Arms,FALSE,FALSE,10,15,8,,,,,,,,2026-01-04T17:03:27.962Z,Left,2026-01-04T17:03:47.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0043,Inverted KB Press,Warmup,Stability,Other,FALSE,FALSE,1,35.2,8,,,,,,,,,Laying on floor (so floor press); ,2026-01-04T17:06:23.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0044,Inverted KB Press,Warmup,Stability,Other,FALSE,FALSE,2,35.2,8,,,,,,,,,Laying on floor (so floor press); ,2026-01-04T17:08:37.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260104-01,1/4/2026,2,1,Phase 1 -  Day 2: Push + Triceps (Hypertrophy),2026-01-04T16:26:28.000Z,2026-01-04T17:10:55.000Z,E-20260104-0045,Inverted KB Press,Warmup,Stability,Other,FALSE,FALSE,3,35.2,8,,,,,,,,,Laying on floor (so floor press); ,2026-01-04T17:10:55.000Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260106-01,1/6/2026,3,1,Phase 1 -  Day 3: Carries + Pull (Volume/Stability),2026-01-06T22:45:53.018Z,2026-01-06T23:22:54.290Z,E-20260106-0046,Suitcase Carries,Carry,Carry,Other,TRUE,TRUE,1,75,,60,,,,,,,,No plates. Tried db pinch with 10lbs,2026-01-06T22:45:53.018Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260106-01,1/6/2026,3,1,Phase 1 -  Day 3: Carries + Pull (Volume/Stability),2026-01-06T22:45:53.018Z,2026-01-06T23:22:54.290Z,E-20260106-0047,Suitcase Carries,Carry,Carry,Other,TRUE,TRUE,2,75,,39.6,,,,,,,,,2026-01-06T22:48:22.857Z
1,Phase 1 - Foundation,Establish baseline movement patterns and load tolerance,2026-01-03,2026-01-07,Post-surgical; anterior capsule tightness on right during pressing; manageable,Untrained for heavy carries; grip slipping under fatigue,S-20260106-01,1/6/2026,3,1,Phase 1 -  Day 3: Carries + Pull (Volume/Stability),2026-01-06T22:45:53.018Z,2026-01-06T23:22:54.290Z,E-20260106-0048,Suitcase Carries,Carry,Carry,Other,TRUE,TRUE,3,75,,39.6,,,,,,,,,2026-01-06T22:50:27.410Z
